id,serialNumber,otherParty,comment,entryDate,type,status,confirmDate,enteredBy,theirRef,category,items,linkedRequisition
ed2546c0028111e8b000a1e525c68c41,19,86DC7EE08FEF3749B1B8E2F80B1ADA57 ,"Jan out","2018-01-26 00:00:00 +0000",customer_invoice,finalised,"2018-01-26 00:00:00 +0000",D6B58964D2C2C742A7A2F63B64CE9A17 ,"urgent and normal out",<null>,ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ,<null>
90b8adc007d911e886b3f1f1b7745e45,20,BA0973C9AA9CF0459AC99F708E43F3DE ,"jan out 2018","2018-02-02 00:00:00 +0000",customer_invoice,finalised,"2018-02-02 00:00:00 +0000",D6B58964D2C2C742A7A2F63B64CE9A17 ,,<null>,ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ,<null>
9b519f1007db11e886b3f1f1b7745e45,21,43486D1BBC829641AF0CF51237D6E39E ,"jan out 2018","2018-02-02 00:00:00 +0000",customer_invoice,finalised,"2018-02-02 00:00:00 +0000",D6B58964D2C2C742A7A2F63B64CE9A17 ,"urgent and normal out",<null>,ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ,<null>
295e974007ff11e886b3f1f1b7745e45,19,20C4540B10773E4E85388592C81F1BC6 ,returned,"2018-02-02 00:00:00 +0000",supplier_invoice,finalised,"2018-02-02 00:00:00 +0000",D6B58964D2C2C742A7A2F63B64CE9A17 ,teams,<null>,ignore ID ignore ID ignore ID ignore ID ,<null>
093f6d5007ef11e886b3f1f1b7745e45,22,2518C53B36BBDD49A943B2EC89F530CA ,"jan out, 2018","2018-02-02 00:00:00 +0000",customer_invoice,finalised,"2018-02-02 00:00:00 +0000",D6B58964D2C2C742A7A2F63B64CE9A17 ,,<null>,ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ,<null>
abd13f1007f111e886b3f1f1b7745e45,23,D14E26BB98CF5549A02C2BE71C9E8343 ,"jan out 2018","2018-02-02 00:00:00 +0000",customer_invoice,finalised,"2018-02-02 00:00:00 +0000",D6B58964D2C2C742A7A2F63B64CE9A17 ,"mobile clinic and normal out",<null>,ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ,<null>
9dcd9bc0080011e886b3f1f1b7745e45,24,20C4540B10773E4E85388592C81F1BC6 ,"referral and training use","2018-02-02 00:00:00 +0000",customer_invoice,finalised,"2018-02-02 00:00:00 +0000",D6B58964D2C2C742A7A2F63B64CE9A17 ,"jan out 2018",<null>,ignore ID ignore ID ignore ID ignore ID ,<null>
7b8d4f000aef11e89c2849fca4942265,6,0F04EDF1C8383845B775FD5EE51FB470 ,,"2018-02-06 00:00:00 +0000",supplier_credit,confirmed,"2018-02-06 00:00:00 +0000",D6B58964D2C2C742A7A2F63B64CE9A17 ,,<null>,ignore ID ignore ID ignore ID ignore ID ,<null>
37c79a700c8211e89048859f5f9bd26d,28,20C4540B10773E4E85388592C81F1BC6 ,"DNS Nutrition","2018-02-08 00:00:00 +0000",customer_invoice,finalised,"2018-02-08 00:00:00 +0000",D6B58964D2C2C742A7A2F63B64CE9A17 ,,<null>,ignore ID ,<null>
dff3aa900c8211e89048859f5f9bd26d,29,D14E26BB98CF5549A02C2BE71C9E8343 ,"feb out 5/2/2018","2018-02-08 00:00:00 +0000",customer_invoice,finalised,"2018-02-08 00:00:00 +0000",D6B58964D2C2C742A7A2F63B64CE9A17 ,,<null>,ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ,<null>
148922900c8711e89048859f5f9bd26d,31,43486D1BBC829641AF0CF51237D6E39E ,"urgent 6/2/2018","2018-02-08 00:00:00 +0000",customer_invoice,finalised,"2018-02-08 00:00:00 +0000",D6B58964D2C2C742A7A2F63B64CE9A17 ,,<null>,ignore ID ignore ID ignore ID ,<null>
19420c300c8611e89048859f5f9bd26d,30,2518C53B36BBDD49A943B2EC89F530CA ,"feb out 6/2/2018","2018-02-08 00:00:00 +0000",customer_invoice,finalised,"2018-02-08 00:00:00 +0000",D6B58964D2C2C742A7A2F63B64CE9A17 ,,<null>,ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ,<null>
010a4e50113d11e895445350a3fc6362,35,D14E26BB98CF5549A02C2BE71C9E8343 ,"feb out 13/2/2018","2018-02-14 00:00:00 +0000",customer_invoice,finalised,"2018-02-14 00:00:00 +0000",D6B58964D2C2C742A7A2F63B64CE9A17 ,,<null>,ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ,<null>
013069900c7f11e89048859f5f9bd26d,27,86DC7EE08FEF3749B1B8E2F80B1ADA57 ,"feb out 5/2/2018","2018-02-08 00:00:00 +0000",customer_invoice,finalised,"2018-02-08 00:00:00 +0000",D6B58964D2C2C742A7A2F63B64CE9A17 ,,<null>,ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ,<null>
377cf6800c7a11e89048859f5f9bd26d,26,BA0973C9AA9CF0459AC99F708E43F3DE ,"feb out 5.2.2018","2018-02-08 00:00:00 +0000",customer_invoice,finalised,"2018-02-08 00:00:00 +0000",D6B58964D2C2C742A7A2F63B64CE9A17 ,,<null>,ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ,<null>
59f78340123511e8884ef1796b006edd,36,43486D1BBC829641AF0CF51237D6E39E ,"feb urgent out 15/2/2018","2018-02-15 00:00:00 +0000",customer_invoice,finalised,"2018-02-15 00:00:00 +0000",D6B58964D2C2C742A7A2F63B64CE9A17 ,,<null>,ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ,<null>
d8227170123611e8884ef1796b006edd,37,2518C53B36BBDD49A943B2EC89F530CA ,"feb out 13/2/2018","2018-02-15 00:00:00 +0000",customer_invoice,finalised,"2018-02-15 00:00:00 +0000",D6B58964D2C2C742A7A2F63B64CE9A17 ,,<null>,ignore ID ,<null>
0ace8cd0123711e8884ef1796b006edd,38,43486D1BBC829641AF0CF51237D6E39E ,"feb out 13/2/2018","2018-02-15 00:00:00 +0000",customer_invoice,finalised,"2018-02-15 00:00:00 +0000",D6B58964D2C2C742A7A2F63B64CE9A17 ,,<null>,ignore ID ,<null>
23b76d90113611e895445350a3fc6362,32,86DC7EE08FEF3749B1B8E2F80B1ADA57 ,"feb out 9/2/2018","2018-02-14 00:00:00 +0000",customer_invoice,finalised,"2018-02-14 00:00:00 +0000",D6B58964D2C2C742A7A2F63B64CE9A17 ,,<null>,ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ,<null>
b7716470113911e895445350a3fc6362,33,BA0973C9AA9CF0459AC99F708E43F3DE ,"feb out 9/2/2018","2018-02-14 00:00:00 +0000",customer_invoice,finalised,"2018-02-14 00:00:00 +0000",D6B58964D2C2C742A7A2F63B64CE9A17 ,,<null>,ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ,<null>
c86b54a0113b11e895445350a3fc6362,34,2518C53B36BBDD49A943B2EC89F530CA ,"feb out 9/2/2018","2018-02-14 00:00:00 +0000",customer_invoice,finalised,"2018-02-14 00:00:00 +0000",D6B58964D2C2C742A7A2F63B64CE9A17 ,,<null>,ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ,<null>
55d82c30154411e88deefd62a97583ba,39,86DC7EE08FEF3749B1B8E2F80B1ADA57 ,"feb out 16.2.2018","2018-02-19 00:00:00 +0000",customer_invoice,finalised,"2018-02-19 00:00:00 +0000",D6B58964D2C2C742A7A2F63B64CE9A17 ,,<null>,ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ,<null>
42bbd460154611e88deefd62a97583ba,40,DC2A3E4642351046B8E33601575FC287 ,"sent back near expire drug","2018-02-19 00:00:00 +0000",customer_invoice,finalised,"2018-02-19 00:00:00 +0000",D6B58964D2C2C742A7A2F63B64CE9A17 ,,<null>,ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ,<null>
6C0F1CFE2924DD49B79C212C3859DD84,20,DC2A3E4642351046B8E33601575FC287 ,"Stock transfer (Feb-Urgent)","2018-01-27 00:00:00 +0000",supplier_invoice,finalised,"2018-02-21 00:00:00 +0000",<null>,"From invoice number: 234",<null>,ignore ID ignore ID ,<null>
40753000155711e88deefd62a97583ba,41,D14E26BB98CF5549A02C2BE71C9E8343 ,"19.2.2018 out","2018-02-19 00:00:00 +0000",customer_invoice,finalised,"2018-02-19 00:00:00 +0000",D6B58964D2C2C742A7A2F63B64CE9A17 ,,<null>,ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ,<null>
4de97cc016d611e88deefd62a97583ba,42,2518C53B36BBDD49A943B2EC89F530CA ,"20.2.2018 out","2018-02-21 00:00:00 +0000",customer_invoice,finalised,"2018-02-21 00:00:00 +0000",D6B58964D2C2C742A7A2F63B64CE9A17 ,,<null>,ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ,<null>
1D260680BEA849489A7BD311C40716A0,21,DC2A3E4642351046B8E33601575FC287 ,"Stock transfer (Feb urgent request)","2018-02-22 00:00:00 +0000",supplier_invoice,finalised,"2018-02-23 00:00:00 +0000",<null>,"From invoice number: 242",<null>,ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ,00881820153111e8884ef1796b006edd 
4AAAFF8CBD5E2E4B875CA14F5A72CA6B,22,DC2A3E4642351046B8E33601575FC287 ,"Stock transfer (Feb urgent)","2018-02-27 00:00:00 +0000",supplier_invoice,finalised,"2018-03-01 00:00:00 +0000",<null>,"From invoice number: 256",<null>,ignore ID ,<null>
6d335f40348a11e1bd5fc5c422a3fadd,51,20C4540B10773E4E85388592C81F1BC6 ,"21/2/2018 Expire out","2012-01-01 00:00:00 +0000",customer_invoice,finalised,"2012-01-01 00:00:00 +0000",D6B58964D2C2C742A7A2F63B64CE9A17 ,,<null>,ignore ID ignore ID ,<null>
191cff80347e11e1bd5fc5c422a3fadd,50,20C4540B10773E4E85388592C81F1BC6 ,"ICMV training feb 23/2/18","2012-01-01 00:00:00 +0000",customer_invoice,finalised,"2012-01-01 00:00:00 +0000",D6B58964D2C2C742A7A2F63B64CE9A17 ,,<null>,ignore ID ,<null>
72d423c0347c11e1bd5fc5c422a3fadd,49,20C4540B10773E4E85388592C81F1BC6 ,"Referral (office use) 22/2/2018","2012-01-01 00:00:00 +0000",customer_invoice,finalised,"2012-01-01 00:00:00 +0000",D6B58964D2C2C742A7A2F63B64CE9A17 ,,<null>,ignore ID ignore ID ignore ID ,<null>
80fafe20347b11e1bd5fc5c422a3fadd,48,43486D1BBC829641AF0CF51237D6E39E ,"urgent 27/2/2018","2012-01-01 00:00:00 +0000",customer_invoice,finalised,"2012-01-01 00:00:00 +0000",D6B58964D2C2C742A7A2F63B64CE9A17 ,,<null>,ignore ID ignore ID ,<null>
c0c9e3a0347511e1bd5fc5c422a3fadd,47,D14E26BB98CF5549A02C2BE71C9E8343 ,"feb 22/2/18","2012-01-01 00:00:00 +0000",customer_invoice,finalised,"2012-01-01 00:00:00 +0000",D6B58964D2C2C742A7A2F63B64CE9A17 ,,<null>,ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ,<null>
d272fc60347311e1bd5fc5c422a3fadd,46,D14E26BB98CF5549A02C2BE71C9E8343 ,"feb 27/2/2018 ","2012-01-01 00:00:00 +0000",customer_invoice,finalised,"2012-01-01 00:00:00 +0000",D6B58964D2C2C742A7A2F63B64CE9A17 ,,<null>,ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ,<null>
064716a0346c11e1bd5fc5c422a3fadd,45,86DC7EE08FEF3749B1B8E2F80B1ADA57 ,"feb 26/2/18","2012-01-01 00:00:00 +0000",customer_invoice,finalised,"2012-01-01 00:00:00 +0000",D6B58964D2C2C742A7A2F63B64CE9A17 ,,<null>,ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ,<null>
ac6c2570346711e1bd5fc5c422a3fadd,44,2518C53B36BBDD49A943B2EC89F530CA ,"feb 26/2/2018","2012-01-01 00:00:00 +0000",customer_invoice,finalised,"2012-01-01 00:00:00 +0000",D6B58964D2C2C742A7A2F63B64CE9A17 ,,<null>,ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ,<null>
1f1e8bb01ad211e8a548a55ec19babac,43,BA0973C9AA9CF0459AC99F708E43F3DE ,"feb out 26/2/2018","2018-02-26 00:00:00 +0000",customer_invoice,finalised,"2018-02-26 00:00:00 +0000",D6B58964D2C2C742A7A2F63B64CE9A17 ,,<null>,ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ,<null>
79b5b5e01d2411e8bd5fc5c422a3fadd,52,D14E26BB98CF5549A02C2BE71C9E8343 ,"27.2.2018 out","2018-03-01 00:00:00 +0000",customer_invoice,finalised,"2018-03-01 00:00:00 +0000",D6B58964D2C2C742A7A2F63B64CE9A17 ,,<null>,ignore ID ,<null>
7326aeb021f111e895d59f29cf2a42ee,53,20C4540B10773E4E85388592C81F1BC6 ,"nutrition out 1/3/2018","2018-03-07 00:00:00 +0000",customer_invoice,finalised,"2018-03-07 00:00:00 +0000",D6B58964D2C2C742A7A2F63B64CE9A17 ,,<null>,ignore ID ,<null>
d794857021f111e895d59f29cf2a42ee,54,43486D1BBC829641AF0CF51237D6E39E ,"urgent 1/3/18","2018-03-07 00:00:00 +0000",customer_invoice,finalised,"2018-03-07 00:00:00 +0000",D6B58964D2C2C742A7A2F63B64CE9A17 ,,<null>,ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ,<null>
c45e2470228c11e895d59f29cf2a42ee,55,BA0973C9AA9CF0459AC99F708E43F3DE ,"march out 5/3/2018","2018-03-08 00:00:00 +0000",customer_invoice,finalised,"2018-03-08 00:00:00 +0000",D6B58964D2C2C742A7A2F63B64CE9A17 ,,<null>,ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ,<null>
ff98a930229011e895d59f29cf2a42ee,56,86DC7EE08FEF3749B1B8E2F80B1ADA57 ,"march out 5/3/2018","2018-03-08 00:00:00 +0000",customer_invoice,finalised,"2018-03-08 00:00:00 +0000",D6B58964D2C2C742A7A2F63B64CE9A17 ,,<null>,ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ,<null>
5f119ec0229211e895d59f29cf2a42ee,57,2518C53B36BBDD49A943B2EC89F530CA ,"mar out 5/3/2018","2018-03-08 00:00:00 +0000",customer_invoice,finalised,"2018-03-08 00:00:00 +0000",D6B58964D2C2C742A7A2F63B64CE9A17 ,,<null>,ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ignore ID ,<null>
